filename,policy,query_type,cross_ratio,zipf_theta,rw_ratio,num_clflush,num_clwb,num_cache_hit,num_cache_miss,cache_hit_rate,total_commit,total_size_index_usage,total_size_metadata_usage,total_size_data_usage,total_size_transport_usage,total_size_misc_usage,total_hw_cc_usage,total_usage,round_trip_latency_50th,round_trip_latency_75th,round_trip_latency_95th,round_trip_latency_99th
policy_Clock_query_scan_cross10_zipf0.99_rw50.txt,Clock,scan,10.0,0.99,50.0,193750.0,193966.0,104044077.0,193750.0,99.8141,325410.0,11442656.0,3101736.0,407102850.0,33554544.0,344.0,14544736.0,244482916.0,59.0,64.0,75.0,75.0
policy_Clock_query_scan_cross10_zipf0.99_rw90.txt,Clock,scan,10.0,0.99,90.0,194008.0,194049.0,104336362.0,194008.0,99.8144,325970.0,11473400.0,3104464.0,407460900.0,33554544.0,344.0,14578208.0,244645882.0,57.0,62.0,71.0,71.0
policy_Clock_query_scan_cross50_zipf0.5_rw10.txt,Clock,scan,50.0,0.5,10.0,200001.0,200001.0,122336298.0,200001.0,99.8368,383389.0,11854632.0,3200016.0,420002100.0,33554544.0,344.0,15054992.0,251099554.0,58.0,63.0,74.0,74.0
policy_Clock_query_scan_cross50_zipf0.5_rw50.txt,Clock,scan,50.0,0.5,50.0,200001.0,200001.0,121665551.0,200001.0,99.8359,382656.0,11815000.0,3200016.0,420002100.0,33554544.0,344.0,15015360.0,251093402.0,58.0,63.0,74.0,74.0
policy_Clock_query_scan_cross50_zipf0.5_rw90.txt,Clock,scan,50.0,0.5,90.0,200001.0,200001.0,121933573.0,200001.0,99.8362,382685.0,11876488.0,3200016.0,420002100.0,33554544.0,344.0,15076848.0,251072226.0,57.0,60.0,71.0,71.0
policy_Clock_query_scan_cross50_zipf0.7_rw10.txt,Clock,scan,50.0,0.7,10.0,200001.0,200001.0,120977745.0,200001.0,99.835,379587.0,11748040.0,3200016.0,420002100.0,33554544.0,344.0,14948400.0,251025762.0,60.0,64.0,72.0,72.0
policy_Clock_query_scan_cross50_zipf0.7_rw50.txt,Clock,scan,50.0,0.7,50.0,200001.0,200001.0,119892687.0,200001.0,99.8335,377333.0,11744624.0,3200016.0,420002100.0,33554544.0,344.0,14944984.0,251036010.0,59.0,63.0,73.0,73.0
policy_Clock_query_scan_cross50_zipf0.7_rw90.txt,Clock,scan,50.0,0.7,90.0,200001.0,200001.0,120645760.0,200001.0,99.8345,378185.0,11809528.0,3200016.0,420002100.0,33554544.0,344.0,15009888.0,251032594.0,57.0,61.0,73.0,73.0
policy_Clock_query_scan_cross50_zipf0.99_rw10.txt,Clock,scan,50.0,0.99,10.0,200001.0,200001.0,111994469.0,200001.0,99.8217,349789.0,11794504.0,3200016.0,420002100.0,33554544.0,344.0,14994864.0,251069490.0,58.0,59.0,72.0,72.0
policy_Clock_query_scan_cross50_zipf0.99_rw50.txt,Clock,scan,50.0,0.99,50.0,200001.0,200001.0,111932398.0,200001.0,99.8216,349760.0,11890152.0,3200016.0,420002100.0,33554544.0,344.0,15090512.0,251093402.0,58.0,63.0,70.0,70.0
policy_Clock_query_scan_cross50_zipf0.99_rw90.txt,Clock,scan,50.0,0.99,90.0,200001.0,200001.0,112229133.0,200001.0,99.8221,350957.0,11818416.0,3200016.0,420002100.0,33554544.0,344.0,15018776.0,251059242.0,60.0,65.0,72.0,72.0
policy_Clock_query_scan_cross90_zipf0.5_rw10.txt,Clock,scan,90.0,0.5,10.0,200001.0,200001.0,121572164.0,200001.0,99.8358,380920.0,11828664.0,3200016.0,420002100.0,33554544.0,344.0,15029024.0,251066074.0,58.0,63.0,71.0,71.0
policy_Clock_query_scan_cross90_zipf0.5_rw50.txt,Clock,scan,90.0,0.5,50.0,200001.0,200001.0,120946865.0,200001.0,99.8349,379957.0,11842328.0,3200016.0,420002100.0,33554544.0,344.0,15042688.0,251100234.0,57.0,63.0,73.0,73.0
policy_Clock_query_scan_cross90_zipf0.5_rw90.txt,Clock,scan,90.0,0.5,90.0,200001.0,200001.0,120944403.0,200001.0,99.8349,379787.0,11794504.0,3200016.0,420002100.0,33554544.0,344.0,14994864.0,251031914.0,57.0,61.0,72.0,72.0
policy_Clock_query_scan_cross90_zipf0.7_rw10.txt,Clock,scan,90.0,0.7,10.0,200001.0,200001.0,121255341.0,200001.0,99.8353,380865.0,11939336.0,3200016.0,420002100.0,33554544.0,344.0,15139696.0,251155570.0,58.0,61.0,67.0,67.0
policy_Clock_query_scan_cross90_zipf0.7_rw50.txt,Clock,scan,90.0,0.7,50.0,200001.0,200001.0,121106899.0,200001.0,99.8351,380437.0,11819776.0,3200016.0,420002100.0,33554544.0,344.0,15020136.0,251097498.0,59.0,65.0,76.0,76.0
policy_Clock_query_scan_cross90_zipf0.7_rw90.txt,Clock,scan,90.0,0.7,90.0,200001.0,200001.0,121450397.0,200001.0,99.8356,380789.0,11912008.0,3200016.0,420002100.0,33554544.0,344.0,15112368.0,251131658.0,57.0,61.0,72.0,72.0
policy_Clock_query_scan_cross90_zipf0.99_rw10.txt,Clock,scan,90.0,0.99,10.0,200001.0,200001.0,119283578.0,200001.0,99.8326,373482.0,11873072.0,3200016.0,420002100.0,33554544.0,344.0,15073432.0,251089986.0,58.0,64.0,75.0,75.0
policy_Clock_query_scan_cross90_zipf0.99_rw50.txt,Clock,scan,90.0,0.99,50.0,200001.0,200001.0,118757005.0,200001.0,99.8319,372915.0,11842328.0,3200016.0,420002100.0,33554544.0,344.0,15042688.0,251089986.0,59.0,63.0,67.0,67.0
policy_Clock_query_scan_cross90_zipf0.99_rw90.txt,Clock,scan,90.0,0.99,90.0,200000.0,200001.0,119250912.0,200000.0,99.8326,375281.0,11756928.0,3200016.0,420002100.0,33554544.0,344.0,14957288.0,251035330.0,58.0,60.0,71.0,71.0
policy_LRU_query_rmw_cross10_zipf0.5_rw10.txt,LRU,rmw,10.0,0.5,10.0,359495.0,2056817.0,1879980.0,359495.0,83.9474,27033.0,6557112.0,1810464.0,237623400.0,33554544.0,408.0,13799376.0,156905506.0,58.0,63.0,77.0,77.0
policy_LRU_query_rmw_cross10_zipf0.5_rw50.txt,LRU,rmw,10.0,0.5,50.0,461350.0,2258819.0,3858583.0,461350.0,89.3204,44717.4,8606016.0,2324544.0,305096400.0,33554544.0,408.0,17904600.0,191344966.0,58.0,62.0,68.0,68.0
policy_LRU_query_rmw_cross10_zipf0.5_rw90.txt,LRU,rmw,10.0,0.5,90.0,814618.0,2001449.0,17338667.0,814618.0,95.5126,145593.0,11390056.0,3116960.0,409101000.0,33554544.0,408.0,23858304.0,245319510.0,57.0,62.0,70.0,70.0
policy_LRU_query_rmw_cross10_zipf0.7_rw10.txt,LRU,rmw,10.0,0.7,10.0,346494.0,2221646.0,2228557.0,346494.0,86.5442,26146.0,5271336.0,1468032.0,192679200.0,33554544.0,408.0,11143872.0,133280196.0,56.0,61.0,73.0,73.0
policy_LRU_query_rmw_cross10_zipf0.7_rw50.txt,LRU,rmw,10.0,0.7,50.0,452215.0,2342209.0,4209655.0,452215.0,90.2997,43404.1,7228008.0,1957992.0,256986450.0,33554544.0,408.0,15060384.0,166617822.0,58.0,63.0,70.0,70.0
policy_LRU_query_rmw_cross10_zipf0.7_rw90.txt,LRU,rmw,10.0,0.7,90.0,813138.0,1985492.0,17392069.0,813138.0,95.5335,143379.0,10752624.0,2946760.0,386762250.0,33554544.0,408.0,22540072.0,233710918.0,57.0,61.0,73.0,73.0
policy_LRU_query_rmw_cross10_zipf0.99_rw10.txt,LRU,rmw,10.0,0.99,10.0,,,,,,,,,,,,,,,,,
policy_LRU_query_rmw_cross10_zipf0.99_rw50.txt,LRU,rmw,10.0,0.99,50.0,278393.0,1509820.0,4290118.0,278393.0,93.9063,24929.7,2731888.0,745056.0,97788600.0,33554544.0,408.0,5712520.0,84301428.0,58.0,62.0,73.0,73.0
policy_LRU_query_rmw_cross10_zipf0.99_rw90.txt,LRU,rmw,10.0,0.99,90.0,580754.0,1388328.0,13665253.0,580754.0,95.9234,98879.6,6208680.0,1705920.0,223902000.0,33554544.0,408.0,13032768.0,149534228.0,60.0,64.0,73.0,73.0
policy_LRU_query_rmw_cross50_zipf0.5_rw10.txt,LRU,rmw,50.0,0.5,10.0,1185103.0,2895427.0,1933904.0,1185103.0,62.0038,24423.2,10993800.0,3046544.0,399858900.0,33554544.0,408.0,23180384.0,240521018.0,60.0,63.0,76.0,76.0
policy_LRU_query_rmw_cross50_zipf0.5_rw50.txt,LRU,rmw,50.0,0.5,50.0,1508438.0,2954262.0,4120735.0,1508438.0,73.2032,42752.9,11664016.0,3176448.0,416908800.0,33554544.0,408.0,24370216.0,249443510.0,58.0,63.0,74.0,74.0
policy_LRU_query_rmw_cross50_zipf0.5_rw90.txt,LRU,rmw,50.0,0.5,90.0,1607791.0,2052723.0,17005581.0,1607791.0,91.3622,134515.0,11851896.0,3200000.0,420000000.0,33554544.0,408.0,24652304.0,251153216.0,59.0,62.0,77.0,77.0
policy_LRU_query_rmw_cross50_zipf0.7_rw10.txt,LRU,rmw,50.0,0.7,10.0,1158003.0,2795242.0,2029819.0,1158003.0,63.6742,23401.3,10495064.0,2804128.0,368041800.0,33554544.0,408.0,21711984.0,224293554.0,60.0,65.0,73.0,73.0
policy_LRU_query_rmw_cross50_zipf0.7_rw50.txt,LRU,rmw,50.0,0.7,50.0,1461771.0,2825528.0,4078799.0,1461771.0,73.617,40503.8,11016336.0,3079568.0,404193300.0,33554544.0,408.0,23335016.0,242852472.0,58.0,63.0,74.0,74.0
policy_LRU_query_rmw_cross50_zipf0.7_rw90.txt,LRU,rmw,50.0,0.7,90.0,1617603.0,2021471.0,16765294.0,1617603.0,91.2005,132538.0,11611400.0,3199560.0,419942250.0,33554544.0,408.0,24410048.0,250814912.0,59.0,63.0,69.0,69.0
policy_LRU_query_rmw_cross50_zipf0.99_rw10.txt,LRU,rmw,50.0,0.99,10.0,,,,,,,,,,,,,,,,,
